pointer,"NODE_4_length_8263_cov_106.105872:10927:{""NT"":[1836608,194960,12058,464095,-500,-600,-650,10239,""Viruses""],""NR"":[72149,194960,1"
384,28.999999999999996
385,28.999999999999996
386,28.999999999999996
387,28.999999999999996
388,28.999999999999996
389,28.999999999999996
390,28.999999999999996
391,28.999999999999996
392,28.999999999999996
393,28.999999999999996
394,28.999999999999996
395,28.999999999999996
396,28.999999999999996
397,28.999999999999996
398,28.999999999999996
399,28.999999999999996
400,28.999999999999996
401,28.999999999999996
402,28.999999999999996
403,28.999999999999996
404,28.999999999999996
405,28.999999999999996
406,28.999999999999996
407,28.999999999999996
408,28.999999999999996
409,28.999999999999996
410,28.999999999999996
411,28.999999999999996
412,28.999999999999996
413,28.999999999999996
414,28.999999999999996
415,28.999999999999996
416,28.999999999999996
417,28.999999999999996
418,28.999999999999996
419,28.999999999999996
420,28.000000000000004
421,28.000000000000004
422,27.0
423,26.0
424,26.0
425,26.0
426,26.0
427,26.0
428,26.0
429,25.0
430,25.0
431,24.0
432,23.0
433,23.0
434,23.0
435,22.0
436,22.0
437,21.0
438,21.0
439,21.0
440,21.0
441,21.0
442,20.0
443,20.0
444,20.0
445,20.0
446,20.0
447,19.0
448,19.0
449,18.0
450,17.0
451,17.0
452,18.0
453,18.0
454,18.0
455,18.0
456,18.0
457,17.0
458,17.0
459,17.0
460,17.0
461,17.0
462,17.0
463,17.0
464,17.0
465,16.0
466,17.0
467,18.0
468,19.0
469,19.0
470,18.0
471,17.0
472,17.0
473,17.0
474,17.0
475,16.0
476,16.0
477,17.0
478,17.0
479,17.0
480,17.0
481,16.0
482,16.0
483,15.0
484,15.0
485,16.0
486,17.0
487,18.0
488,18.0
489,19.0
490,19.0
491,19.0
492,19.0
493,19.0
494,20.0
495,20.0
496,21.0
497,21.0
498,21.0
499,21.0
500,22.0
501,23.0
502,24.0
503,24.0
504,24.0
505,25.0
506,26.0
507,26.0
508,26.0
509,26.0
510,27.0
511,27.0
512,27.0
513,28.000000000000004
514,28.000000000000004
515,28.999999999999996
516,30.0
517,31.0
518,31.0
519,32.0
520,33.0
521,33.0
522,34.0
523,35.0
524,36.0
525,37.0
526,37.0
527,38.0
528,39.0
529,39.0
530,39.0
531,39.0
532,39.0
533,39.0
534,40.0
535,41.0
536,42.0
537,43.0
538,43.0
539,43.0
540,43.0
541,43.0
542,43.0
543,43.0
544,43.0
545,43.0
546,42.0
547,42.0
548,41.0
549,41.0
550,41.0
551,41.0
552,40.0
553,40.0
554,39.0
555,39.0
556,39.0
557,39.0
558,39.0
559,38.0
560,38.0
561,37.0
562,36.0
563,35.0
564,35.0
565,35.0
566,34.0
567,33.0
568,32.0
569,32.0
570,32.0
571,32.0
572,32.0
573,32.0
574,32.0
575,32.0
576,31.0
577,30.0
578,30.0
579,28.999999999999996
580,28.000000000000004
581,28.000000000000004
582,28.000000000000004
583,28.000000000000004
584,28.999999999999996
585,28.000000000000004
586,27.0
587,27.0
588,27.0
589,27.0
590,28.000000000000004
591,28.000000000000004
592,28.000000000000004
593,28.999999999999996
594,28.000000000000004
595,28.000000000000004
596,27.0
597,28.000000000000004
598,28.999999999999996
599,28.999999999999996
600,28.000000000000004
601,28.000000000000004
602,28.000000000000004
603,28.000000000000004
604,28.000000000000004
605,27.0
606,27.0
607,27.0
608,28.000000000000004
609,28.000000000000004
610,27.0
611,28.000000000000004
612,28.000000000000004
613,27.0
614,27.0
615,26.0
616,26.0
617,26.0
618,26.0
619,25.0
620,24.0
621,24.0
622,24.0
623,24.0
624,24.0
625,23.0
626,23.0
627,23.0
628,22.0
629,22.0
630,23.0
631,23.0
632,23.0
633,23.0
634,22.0
635,21.0
636,20.0
637,20.0
638,20.0
639,21.0
640,22.0
641,23.0
642,23.0
643,24.0
644,25.0
645,25.0
646,25.0
647,26.0
648,26.0
649,26.0
650,26.0
651,26.0
652,26.0
653,26.0
654,27.0
655,27.0
656,28.000000000000004
657,28.000000000000004
658,28.000000000000004
659,28.999999999999996
660,28.999999999999996
661,28.999999999999996
662,28.999999999999996
663,30.0
664,30.0
665,31.0
666,32.0
667,33.0
668,33.0
669,33.0
670,33.0
671,33.0
672,33.0
673,33.0
674,33.0
675,33.0
676,34.0
677,34.0
678,35.0
679,36.0
680,36.0
681,36.0
682,36.0
683,37.0
684,36.0
685,37.0
686,38.0
687,37.0
688,37.0
689,36.0
690,36.0
691,37.0
692,38.0
693,38.0
694,39.0
695,40.0
696,41.0
697,40.0
698,39.0
699,40.0
700,40.0
701,39.0
702,39.0
703,40.0
704,40.0
705,40.0
706,39.0
707,39.0
708,38.0
709,39.0
710,39.0
711,39.0
712,40.0
713,41.0
714,41.0
715,41.0
716,41.0
717,40.0
718,40.0
719,40.0
720,40.0
721,40.0
722,39.0
723,38.0
724,38.0
725,38.0
726,38.0
727,37.0
728,37.0
729,38.0
730,37.0
731,38.0
732,39.0
733,40.0
734,40.0
735,40.0
736,40.0
737,39.0
738,40.0
739,40.0
740,39.0
741,38.0
742,39.0
743,38.0
744,37.0
745,37.0
746,37.0
747,36.0
748,36.0
749,37.0
750,38.0
751,38.0
752,39.0
753,39.0
754,38.0
755,39.0
756,38.0
757,39.0
758,40.0
759,39.0
760,40.0
761,41.0
762,41.0
763,40.0
764,40.0
765,39.0
766,38.0
767,37.0
768,37.0
769,37.0
770,37.0
771,37.0
772,38.0
773,39.0
774,39.0
775,39.0
776,38.0
777,38.0
778,38.0
779,37.0
780,37.0
781,38.0
782,39.0
783,38.0
784,39.0
785,39.0
786,38.0
787,38.0
788,39.0
789,39.0
790,38.0
791,37.0
792,37.0
793,36.0
794,36.0
795,36.0
796,36.0
797,37.0
798,38.0
799,38.0
800,38.0
801,39.0
802,38.0
803,37.0
804,37.0
805,38.0
806,38.0
807,38.0
808,38.0
809,37.0
810,37.0
811,36.0
812,35.0
813,34.0
814,35.0
815,36.0
816,36.0
817,36.0
818,36.0
819,36.0
820,36.0
821,37.0
822,37.0
823,37.0
824,36.0
825,37.0
826,38.0
827,38.0
828,39.0
829,39.0
830,40.0
831,39.0
832,38.0
833,37.0
834,38.0
835,38.0
836,38.0
837,39.0
838,38.0
839,37.0
840,37.0
841,38.0
842,38.0
843,38.0
844,38.0
845,39.0
846,40.0
847,41.0
848,42.0
849,41.0
850,40.0
851,40.0
852,39.0
853,40.0
854,40.0
855,40.0
856,41.0
857,41.0
858,40.0
859,40.0
860,39.0
861,38.0
862,39.0
863,40.0
864,41.0
865,41.0
866,41.0
867,41.0
868,42.0
869,43.0
870,43.0
871,43.0
872,42.0
873,41.0
874,41.0
875,41.0
876,41.0
877,42.0
878,42.0
879,43.0
880,44.0
881,44.0
882,44.0
883,45.0
884,44.0
885,44.0
886,44.0
887,45.0
888,44.0
889,45.0
890,45.0
891,46.0
892,45.0
893,45.0
894,45.0
895,45.0
896,45.0
897,44.0
898,43.0
899,42.0
900,43.0
901,42.0
902,42.0
903,42.0
904,43.0
905,42.0
906,42.0
907,43.0
908,43.0
909,43.0
910,43.0
911,43.0
912,43.0
913,43.0
914,43.0
915,42.0
916,41.0
917,41.0
918,42.0
919,43.0
920,44.0
921,44.0
922,45.0
923,45.0
924,45.0
925,44.0
926,43.0
927,43.0
928,42.0
929,42.0
930,42.0
931,42.0
932,42.0
933,43.0
934,43.0
935,44.0
936,44.0
937,43.0
938,43.0
939,43.0
940,43.0
941,42.0
942,42.0
943,43.0
944,43.0
945,43.0
946,43.0
947,43.0
948,42.0
949,42.0
950,43.0
951,43.0
952,43.0
953,42.0
954,42.0
955,41.0
956,40.0
957,39.0
958,39.0
959,39.0
960,39.0
961,39.0
962,38.0
963,37.0
964,36.0
965,36.0
966,36.0
967,36.0
968,35.0
969,34.0
970,34.0
971,34.0
972,34.0
973,34.0
974,34.0
975,34.0
976,34.0
977,33.0
978,32.0
979,31.0
980,30.0
981,28.999999999999996
982,28.000000000000004
983,27.0
984,27.0
985,26.0
986,26.0
987,25.0
988,25.0
989,24.0
990,24.0
991,23.0
992,23.0
993,23.0
994,22.0
995,21.0
996,20.0
997,20.0
998,20.0
999,20.0
1000,19.0
1001,19.0
1002,19.0
1003,19.0
1004,18.0
1005,18.0
1006,18.0
1007,17.0
1008,17.0
1009,17.0
1010,17.0
1011,17.0
1012,17.0
1013,17.0
1014,16.0
1015,16.0
1016,16.0
1017,16.0
1018,15.0
1019,14.000000000000002
1020,13.0
1021,12.0
1022,11.0
1023,11.0
1024,11.0
1025,11.0
1026,11.0
1027,11.0
1028,11.0
1029,10.0
1030,10.0
1031,11.0
1032,11.0
1033,10.0
1034,9.0
1035,9.0
1036,10.0
1037,11.0
1038,12.0
1039,12.0
1040,13.0
1041,13.0
1042,13.0
1043,13.0
1044,13.0
1045,13.0
1046,12.0
1047,11.0
1048,12.0
1049,12.0
1050,12.0
1051,13.0
1052,14.000000000000002
1053,14.000000000000002
1054,15.0
1055,15.0
1056,16.0
1057,17.0
1058,17.0
1059,17.0
1060,17.0
1061,17.0
1062,17.0
1063,18.0
1064,18.0
1065,19.0
1066,19.0
1067,19.0
1068,19.0
1069,20.0
1070,21.0
1071,22.0
1072,23.0
1073,23.0
1074,24.0
1075,24.0
1076,25.0
1077,25.0
1078,25.0
1079,25.0
1080,25.0
1081,25.0
1082,25.0
1083,26.0
1084,26.0
1085,27.0
1086,28.000000000000004
1087,28.999999999999996
1088,28.999999999999996
1089,28.999999999999996
1090,30.0
1091,30.0
1092,30.0
1093,31.0
1094,31.0
1095,31.0
1096,31.0
1097,32.0
1098,33.0
1099,33.0
1100,34.0
1101,34.0
1102,35.0
1103,36.0
1104,36.0
1105,37.0
1106,37.0
1107,38.0
1108,38.0
1109,38.0
1110,39.0
1111,39.0
1112,39.0
1113,39.0
1114,39.0
1115,39.0
1116,39.0
1117,39.0
1118,39.0
1119,39.0
1120,39.0
1121,39.0
1122,39.0
1123,39.0
1124,39.0
1125,39.0
1126,39.0
1127,39.0
1128,39.0
1129,39.0
1130,38.0
1131,37.0
1132,37.0
1133,37.0
1134,37.0
1135,36.0
1136,35.0
1137,34.0
1138,33.0
1139,33.0
1140,32.0
1141,32.0
1142,31.0
1143,30.0
1144,30.0
1145,28.999999999999996
1146,28.999999999999996
1147,28.999999999999996
1148,28.000000000000004
1149,28.000000000000004
1150,27.0
1151,26.0
1152,25.0
1153,25.0
1154,24.0
1155,24.0
1156,23.0
1157,22.0
1158,22.0
1159,22.0
1160,22.0
1161,22.0
1162,22.0
1163,21.0
1164,21.0
1165,20.0
1166,20.0
1167,20.0
1168,20.0
1169,19.0
1170,18.0
1171,17.0
1172,16.0
1173,16.0
1174,15.0
1175,15.0
1176,14.000000000000002
1177,14.000000000000002
1178,14.000000000000002
1179,14.000000000000002
1180,14.000000000000002
1181,14.000000000000002
1182,14.000000000000002
1183,13.0
1184,13.0
1185,12.0
1186,11.0
1187,10.0
1188,10.0
1189,10.0
1190,9.0
1191,9.0
1192,9.0
1193,8.0
1194,8.0
1195,8.0
1196,8.0
1197,7.000000000000001
1198,6.0
1199,6.0
1200,5.0
1201,5.0
1202,4.0
1203,3.0
1204,3.0
1205,2.0
1206,2.0
1207,1.0
1208,1.0
1209,1.0
1210,0.0
1211,0.0
1212,0.0
1213,0.0
1214,0.0
1215,0.0
1216,0.0
1217,0.0
1218,0.0
1219,0.0
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,0.0
1225,0.0
1226,0.0
1227,0.0
1228,0.0
1229,0.0
1230,0.0
1231,0.0
1232,0.0
1233,0.0
1234,0.0
1235,0.0
1236,0.0
1237,0.0
1238,0.0
1239,0.0
1240,0.0
1241,0.0
1242,0.0
1243,0.0
1244,0.0
1245,0.0
1246,0.0
1247,0.0
1248,0.0
1249,0.0
1250,0.0
1251,0.0
1252,0.0
1253,0.0
1254,0.0
1255,0.0
1256,0.0
1257,0.0
1258,0.0
1259,0.0
1260,0.0
1261,0.0
1262,0.0
1263,0.0
1264,0.0
1265,0.0
1266,0.0
1267,0.0
1268,0.0
1269,0.0
1270,0.0
1271,0.0
1272,0.0
1273,0.0
1274,0.0
1275,0.0
1276,0.0
1277,0.0
1278,0.0
1279,0.0
1280,0.0
1281,0.0
1282,0.0
1283,0.0
1284,0.0
1285,0.0
1286,0.0
1287,0.0
1288,0.0
1289,0.0
1290,0.0
1291,0.0
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,0.0
1298,0.0
1299,0.0
1300,0.0
1301,0.0
1302,0.0
1303,0.0
1304,0.0
1305,0.0
1306,0.0
1307,0.0
1308,0.0
1309,0.0
1310,0.0
1311,0.0
1312,0.0
1313,0.0
1314,0.0
1315,0.0
1316,0.0
1317,0.0
1318,0.0
1319,0.0
1320,0.0
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,0.0
1327,0.0
1328,0.0
1329,0.0
1330,0.0
1331,0.0
1332,0.0
1333,0.0
1334,0.0
1335,0.0
1336,0.0
1337,0.0
1338,0.0
1339,0.0
1340,0.0
1341,0.0
1342,0.0
1343,0.0
1344,0.0
1345,0.0
1346,0.0
1347,0.0
1348,0.0
1349,0.0
1350,0.0
1351,0.0
1352,0.0
1353,0.0
1354,0.0
1355,0.0
1356,0.0
1357,0.0
1358,0.0
1359,0.0
1360,0.0
1361,0.0
1362,0.0
1363,0.0
1364,0.0
1365,0.0
1366,0.0
1367,0.0
1368,0.0
1369,0.0
1370,0.0
1371,0.0
1372,0.0
1373,0.0
1374,0.0
1375,0.0
1376,0.0
1377,0.0
1378,0.0
1379,0.0
1380,0.0
1381,0.0
1382,0.0
1383,0.0
1384,0.0
1385,0.0
1386,0.0
1387,0.0
1388,0.0
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1393,0.0
1394,0.0
1395,0.0
1396,0.0
1397,0.0
1398,0.0
1399,0.0
1400,0.0
1401,0.0
1402,0.0
1403,0.0
1404,0.0
1405,0.0
1406,0.0
1407,0.0
1408,0.0
1409,0.0
1410,0.0
1411,0.0
1412,0.0
1413,0.0
1414,0.0
1415,0.0
1416,0.0
1417,0.0
1418,0.0
1419,0.0
1420,0.0
1421,0.0
1422,0.0
1423,0.0
1424,0.0
1425,0.0
1426,0.0
1427,0.0
1428,0.0
1429,0.0
1430,0.0
1431,0.0
1432,0.0
1433,0.0
1434,0.0
1435,0.0
1436,0.0
1437,0.0
1438,0.0
1439,0.0
1440,0.0
1441,0.0
1442,0.0
1443,0.0
1444,0.0
1445,0.0
1446,0.0
1447,0.0
1448,0.0
1449,0.0
1450,0.0
1451,0.0
1452,0.0
1453,0.0
1454,0.0
1455,0.0
1456,0.0
1457,0.0
1458,0.0
1459,0.0
1460,0.0
1461,0.0
1462,0.0
1463,0.0
1464,0.0
1465,0.0
1466,0.0
1467,0.0
1468,0.0
1469,0.0
1470,0.0
1471,0.0
1472,0.0
1473,0.0
1474,0.0
1475,0.0
1476,0.0
1477,0.0
1478,0.0
1479,0.0
1480,0.0
1481,0.0
1482,0.0
1483,0.0
1484,0.0
1485,0.0
1486,0.0
1487,0.0
1488,0.0
1489,0.0
1490,0.0
1491,0.0
1492,0.0
1493,0.0
1494,0.0
1495,0.0
1496,0.0
1497,0.0
1498,0.0
1499,0.0
1500,0.0
1501,0.0
1502,0.0
1503,0.0
1504,0.0
1505,0.0
1506,0.0
1507,0.0
1508,0.0
1509,0.0
1510,0.0
1511,0.0
1512,0.0
1513,0.0
1514,0.0
1515,0.0
1516,0.0
1517,0.0
1518,0.0
1519,0.0
1520,0.0
1521,0.0
1522,0.0
1523,1.0
1524,2.0
1525,3.0
1526,3.0
1527,4.0
1528,4.0
1529,5.0
1530,6.0
1531,6.0
1532,6.0
1533,7.000000000000001
1534,7.000000000000001
1535,7.000000000000001
1536,7.000000000000001
1537,8.0
1538,9.0
1539,10.0
1540,11.0
1541,11.0
1542,11.0
1543,12.0
1544,13.0
1545,13.0
1546,14.000000000000002
1547,14.000000000000002
1548,15.0
1549,15.0
1550,15.0
1551,16.0
1552,16.0
1553,17.0
1554,18.0
1555,18.0
1556,19.0
1557,19.0
1558,19.0
1559,20.0
1560,21.0
1561,22.0
1562,23.0
1563,23.0
1564,23.0
1565,24.0
1566,24.0
1567,25.0
1568,25.0
1569,25.0
1570,26.0
1571,27.0
1572,27.0
1573,27.0
1574,28.000000000000004
1575,28.000000000000004
1576,28.000000000000004
1577,28.000000000000004
1578,28.000000000000004
1579,28.999999999999996
1580,28.999999999999996
1581,28.999999999999996
1582,30.0
1583,31.0
1584,31.0
1585,31.0
1586,31.0
1587,31.0
1588,31.0
1589,31.0
1590,32.0
1591,32.0
1592,32.0
1593,32.0
1594,32.0
1595,33.0
1596,34.0
1597,35.0
1598,35.0
1599,35.0
1600,35.0
1601,35.0
1602,35.0
1603,35.0
1604,36.0
1605,36.0
1606,37.0
1607,38.0
1608,38.0
1609,38.0
1610,39.0
1611,40.0
1612,40.0
1613,40.0
1614,41.0
1615,41.0
1616,41.0
1617,41.0
1618,42.0
1619,43.0
1620,44.0
1621,44.0
1622,45.0
1623,45.0
1624,44.0
1625,43.0
1626,43.0
1627,42.0
1628,42.0
1629,41.0
1630,40.0
1631,40.0
1632,40.0
1633,39.0
1634,39.0
1635,39.0
1636,39.0
1637,38.0
1638,37.0
1639,36.0
1640,35.0
1641,35.0
1642,35.0
1643,34.0
1644,33.0
1645,33.0
1646,32.0
1647,32.0
1648,31.0
1649,31.0
1650,31.0
1651,30.0
1652,30.0
1653,28.999999999999996
1654,28.000000000000004
1655,28.000000000000004
1656,27.0
1657,27.0
1658,27.0
1659,26.0
1660,25.0
1661,24.0
1662,23.0
1663,23.0
1664,23.0
1665,22.0
1666,22.0
1667,21.0
1668,21.0
1669,21.0
1670,20.0
1671,19.0
1672,19.0
1673,19.0
1674,18.0
1675,18.0
1676,18.0
1677,18.0
1678,18.0
1679,17.0
1680,17.0
1681,17.0
1682,16.0
1683,15.0
1684,15.0
1685,15.0
1686,15.0
1687,15.0
1688,15.0
1689,15.0
1690,14.000000000000002
1691,14.000000000000002
1692,14.000000000000002
1693,14.000000000000002
1694,14.000000000000002
1695,13.0
1696,12.0
1697,11.0
1698,11.0
1699,11.0
1700,11.0
1701,11.0
1702,11.0
1703,11.0
1704,10.0
1705,10.0
1706,9.0
1707,8.0
1708,8.0
1709,8.0
1710,7.000000000000001
1711,6.0
1712,6.0
1713,6.0
1714,5.0
1715,5.0
1716,5.0
1717,5.0
1718,4.0
1719,3.0
1720,2.0
1721,2.0
1722,1.0
1723,0.0
1724,0.0
1725,0.0
1726,0.0
1727,0.0
1728,0.0
1729,0.0
1730,0.0
1731,0.0
1732,0.0
1733,0.0
1734,0.0
1735,0.0
1736,0.0
1737,0.0
1738,0.0
1739,0.0
1740,0.0
1741,0.0
1742,0.0
1743,0.0
1744,0.0
1745,0.0
1746,0.0
1747,0.0
1748,0.0
1749,0.0
1750,0.0
1751,0.0
1752,0.0
1753,0.0
1754,0.0
1755,0.0
1756,0.0
1757,0.0
1758,0.0
1759,0.0
1760,1.0
1761,2.0
1762,2.0
1763,2.0
1764,3.0
1765,3.0
1766,3.0
1767,4.0
1768,5.0
1769,6.0
1770,7.000000000000001
1771,8.0
1772,9.0
1773,10.0
1774,10.0
1775,10.0
1776,10.0
1777,10.0
1778,11.0
1779,11.0
1780,11.0
1781,12.0
1782,13.0
1783,14.000000000000002
1784,14.000000000000002
1785,14.000000000000002
1786,14.000000000000002
1787,14.000000000000002
1788,14.000000000000002
1789,14.000000000000002
1790,15.0
1791,15.0
1792,15.0
1793,15.0
1794,16.0
1795,16.0
1796,16.0
1797,16.0
1798,17.0
1799,18.0
1800,18.0
1801,18.0
1802,18.0
1803,18.0
1804,19.0
1805,19.0
1806,19.0
1807,20.0
1808,21.0
1809,22.0
1810,22.0
1811,23.0
1812,23.0
1813,24.0
1814,24.0
1815,25.0
1816,26.0
1817,26.0
1818,27.0
1819,27.0
1820,27.0
1821,28.000000000000004
1822,28.999999999999996
1823,28.999999999999996
1824,30.0
1825,30.0
1826,30.0
1827,30.0
1828,30.0
1829,30.0
1830,31.0
1831,31.0
1832,32.0
1833,32.0
1834,32.0
1835,33.0
1836,33.0
1837,33.0
1838,34.0
1839,34.0
1840,34.0
1841,35.0
1842,36.0
1843,37.0
1844,38.0
1845,38.0
1846,39.0
1847,40.0
1848,40.0
1849,41.0
1850,42.0
1851,42.0
1852,42.0
1853,43.0
1854,44.0
1855,44.0
1856,44.0
1857,44.0
1858,44.0
1859,44.0
1860,43.0
1861,42.0
1862,42.0
1863,42.0
1864,41.0
1865,41.0
1866,41.0
1867,40.0
1868,39.0
1869,38.0
1870,37.0
1871,36.0
1872,35.0
1873,34.0
1874,34.0
1875,34.0
1876,34.0
1877,34.0
1878,33.0
1879,33.0
1880,33.0
1881,32.0
1882,31.0
1883,30.0
1884,30.0
1885,30.0
1886,30.0
1887,30.0
1888,30.0
1889,30.0
1890,28.999999999999996
1891,28.999999999999996
1892,28.999999999999996
1893,28.999999999999996
1894,28.000000000000004
1895,28.000000000000004
1896,28.000000000000004
1897,28.000000000000004
1898,27.0
1899,26.0
1900,26.0
1901,26.0
1902,26.0
1903,26.0
1904,25.0
1905,25.0
1906,25.0
1907,24.0
1908,23.0
1909,22.0
1910,22.0
1911,21.0
1912,21.0
1913,20.0
1914,20.0
1915,19.0
1916,18.0
1917,18.0
1918,17.0
1919,17.0
1920,17.0
1921,16.0
1922,15.0
1923,15.0
1924,14.000000000000002
1925,14.000000000000002
1926,14.000000000000002
1927,14.000000000000002
1928,14.000000000000002
1929,14.000000000000002
1930,13.0
1931,13.0
1932,12.0
1933,12.0
1934,12.0
1935,11.0
1936,11.0
1937,11.0
1938,10.0
1939,10.0
1940,10.0
1941,9.0
1942,8.0
1943,7.000000000000001
1944,6.0
1945,6.0
1946,5.0
1947,4.0
1948,4.0
1949,3.0
1950,2.0
1951,2.0
1952,2.0
1953,1.0
1954,0.0
1955,0.0
1956,0.0
1957,0.0
1958,0.0
1959,0.0
1960,0.0
1961,0.0
1962,0.0
1963,0.0
1964,0.0
1965,0.0
1966,0.0
1967,0.0
1968,0.0
1969,0.0
1970,0.0
1971,0.0
1972,0.0
1973,0.0
1974,0.0
1975,0.0
1976,0.0
1977,0.0
1978,0.0
1979,0.0
1980,0.0
1981,0.0
1982,0.0
1983,0.0
1984,0.0
1985,0.0
1986,0.0
1987,0.0
1988,0.0
1989,0.0
1990,0.0
1991,0.0
1992,0.0
1993,0.0
1994,0.0
1995,0.0
1996,0.0
1997,0.0
1998,0.0
1999,0.0
2000,0.0
2001,0.0
2002,0.0
2003,0.0
2004,0.0
2005,0.0
2006,0.0
2007,0.0
2008,0.0
2009,0.0
2010,0.0
2011,0.0
2012,0.0
2013,0.0
2014,0.0
2015,0.0
2016,0.0
2017,0.0
2018,0.0
2019,0.0
2020,0.0
2021,0.0
2022,0.0
2023,0.0
2024,0.0
2025,0.0
2026,0.0
2027,0.0
2028,0.0
2029,0.0
2030,0.0
2031,0.0
2032,0.0
2033,0.0
2034,0.0
2035,0.0
2036,0.0
2037,0.0
2038,0.0
2039,0.0
2040,0.0
2041,0.0
2042,0.0
2043,0.0
2044,0.0
2045,0.0
2046,0.0
2047,0.0
2048,0.0
2049,0.0
2050,0.0
2051,0.0
2052,0.0
2053,0.0
2054,0.0
2055,0.0
2056,0.0
2057,0.0
2058,0.0
2059,0.0
2060,0.0
2061,0.0
2062,0.0
2063,0.0
2064,0.0
2065,0.0
2066,0.0
2067,0.0
2068,0.0
2069,0.0
2070,0.0
2071,0.0
2072,1.0
