pointer,Rousettus_madagascariensis_MIZ240,NC_048212_1_Eidolon_helvum_Cameroon,NC_009021_1_HKU9_Rousettus_leschenaulti_China
156,33.6734693877551,31.63265306122449,31.313131313131315
157,32.6530612244898,30.612244897959183,30.303030303030305
158,32.6530612244898,30.612244897959183,30.303030303030305
159,32.6530612244898,30.612244897959183,30.303030303030305
160,32.6530612244898,30.612244897959183,30.303030303030305
161,31.63265306122449,29.591836734693878,30.303030303030305
162,31.63265306122449,29.591836734693878,30.303030303030305
163,31.63265306122449,29.591836734693878,30.303030303030305
164,31.63265306122449,29.591836734693878,30.303030303030305
165,31.63265306122449,29.591836734693878,31.313131313131315
166,31.63265306122449,29.591836734693878,31.313131313131315
167,31.63265306122449,29.591836734693878,32.323232323232325
168,31.63265306122449,29.591836734693878,32.323232323232325
169,32.6530612244898,30.612244897959183,32.323232323232325
170,31.63265306122449,29.591836734693878,31.313131313131315
171,31.63265306122449,29.591836734693878,31.313131313131315
172,31.63265306122449,29.591836734693878,31.313131313131315
173,32.6530612244898,30.612244897959183,30.303030303030305
174,32.6530612244898,30.612244897959183,30.303030303030305
175,32.6530612244898,29.591836734693878,29.292929292929294
176,33.6734693877551,30.612244897959183,30.303030303030305
177,33.6734693877551,30.612244897959183,30.303030303030305
178,33.6734693877551,30.612244897959183,30.303030303030305
179,33.6734693877551,30.612244897959183,30.303030303030305
180,34.69387755102041,31.63265306122449,30.303030303030305
181,34.69387755102041,31.63265306122449,30.303030303030305
182,33.6734693877551,30.612244897959183,30.303030303030305
183,32.6530612244898,29.591836734693878,29.292929292929294
184,32.6530612244898,29.591836734693878,29.292929292929294
185,33.6734693877551,29.591836734693878,29.292929292929294
186,33.6734693877551,29.591836734693878,29.292929292929294
187,33.6734693877551,29.591836734693878,29.292929292929294
188,33.6734693877551,29.591836734693878,29.292929292929294
189,34.69387755102041,30.612244897959183,29.292929292929294
190,34.69387755102041,30.612244897959183,29.292929292929294
191,34.69387755102041,31.63265306122449,30.303030303030305
192,35.714285714285715,32.6530612244898,31.313131313131315
193,35.714285714285715,32.6530612244898,31.313131313131315
194,34.69387755102041,31.63265306122449,30.303030303030305
195,35.714285714285715,32.6530612244898,31.313131313131315
196,36.734693877551024,32.6530612244898,32.323232323232325
197,35.714285714285715,31.63265306122449,31.313131313131315
198,36.734693877551024,32.6530612244898,32.323232323232325
199,36.734693877551024,32.6530612244898,33.33333333333333
200,36.734693877551024,32.6530612244898,34.34343434343434
201,36.734693877551024,32.6530612244898,34.34343434343434
202,36.734693877551024,32.6530612244898,34.34343434343434
203,36.734693877551024,32.6530612244898,34.0
204,37.755102040816325,33.6734693877551,35.0
205,37.755102040816325,33.6734693877551,35.0
206,37.37373737373738,33.33333333333333,35.0
207,38.0,34.0,36.0
208,38.0,34.0,36.0
209,38.0,34.0,37.0
210,39.0,35.0,38.0
211,38.0,34.0,37.0
212,39.0,34.0,37.0
213,40.0,35.0,38.0
214,41.0,36.0,39.0
215,41.0,36.0,39.0
216,42.0,37.0,40.0
217,43.0,38.0,41.0
218,44.0,39.0,42.0
219,44.0,39.0,43.0
220,44.0,39.0,43.0
221,44.0,39.0,43.0
222,45.0,40.0,43.0
223,45.0,40.0,43.0
224,44.0,39.0,42.0
225,44.0,39.0,42.0
226,44.0,39.0,41.0
227,43.0,38.0,41.0
228,44.0,39.0,42.0
229,45.0,40.0,43.0
230,46.0,41.0,44.0
231,45.0,40.0,44.0
232,45.0,40.0,44.0
233,44.0,39.0,43.0
234,43.0,38.0,42.0
235,43.0,38.0,42.0
236,42.0,37.0,41.0
237,41.0,36.0,40.0
238,42.0,37.0,41.0
239,42.0,37.0,41.0
240,41.0,36.0,41.0
241,40.0,35.0,40.0
242,40.0,35.0,40.0
243,39.0,34.0,39.0
244,38.0,34.0,39.0
245,38.0,34.0,38.0
246,38.0,34.0,38.0
247,39.0,35.0,38.0
248,39.0,35.0,38.0
249,40.0,36.0,39.0
250,39.0,35.0,38.0
251,39.0,35.0,38.0
252,38.0,34.0,37.0
253,38.0,34.0,37.0
254,37.0,34.0,37.0
255,38.0,35.0,38.0
256,38.0,35.0,39.0
257,39.0,36.0,40.0
258,40.0,37.0,41.0
259,41.0,38.0,42.0
260,40.0,37.0,41.0
261,40.0,37.0,40.0
262,40.0,37.0,40.0
263,39.0,36.0,39.0
264,39.0,36.0,39.0
265,40.0,37.0,39.0
266,40.0,37.0,39.0
267,39.0,36.0,38.0
268,40.0,37.0,39.0
269,40.0,37.0,39.0
270,40.0,37.0,40.0
271,40.0,37.0,39.0
272,41.0,38.0,40.0
273,41.0,38.0,41.0
274,42.0,39.0,41.0
275,43.0,40.0,42.0
276,43.0,40.0,42.0
277,44.0,41.0,43.0
278,44.0,41.0,43.0
279,43.0,40.0,42.0
280,42.0,39.0,42.0
281,41.0,38.0,41.0
282,41.0,38.0,41.0
283,41.0,38.0,41.0
284,42.0,39.0,42.0
285,42.0,40.0,42.0
286,42.0,40.0,42.0
287,42.0,40.0,43.0
288,42.0,40.0,43.0
289,41.0,39.0,42.0
290,42.0,40.0,42.0
291,41.0,39.0,41.0
292,40.0,38.0,41.0
293,40.0,38.0,41.0
294,41.0,39.0,42.0
295,40.0,38.0,41.0
296,39.0,38.0,40.0
297,40.0,39.0,41.0
298,39.0,38.0,41.0
299,39.0,38.0,41.0
300,40.0,39.0,41.0
301,41.0,40.0,42.0
302,41.0,40.0,43.0
303,42.0,41.0,44.0
304,41.0,40.0,43.0
305,41.0,40.0,43.0
306,41.0,40.0,43.0
307,40.0,39.0,42.0
308,41.0,40.0,43.0
309,41.0,40.0,42.0
310,41.0,40.0,42.0
311,42.0,41.0,42.0
312,41.0,41.0,42.0
313,41.0,41.0,42.0
314,40.0,40.0,41.0
315,40.0,40.0,41.0
316,40.0,40.0,40.0
317,39.0,39.0,39.0
318,38.0,38.0,38.0
319,38.0,38.0,37.0
320,39.0,39.0,38.0
321,39.0,39.0,38.0
322,39.0,38.0,38.0
323,39.0,38.0,38.0
324,39.0,38.0,38.0
325,38.0,37.0,37.0
326,38.0,37.0,38.0
327,39.0,38.0,38.0
328,39.0,38.0,38.0
329,38.0,37.0,37.0
330,37.0,36.0,36.0
331,38.0,37.0,37.0
332,39.0,38.0,38.0
333,40.0,39.0,39.0
334,41.0,40.0,40.0
335,41.0,40.0,40.0
336,42.0,41.0,41.0
337,42.0,41.0,41.0
338,41.0,40.0,40.0
339,41.0,40.0,40.0
340,42.0,41.0,41.0
341,42.0,41.0,41.0
342,42.0,41.0,41.0
343,42.0,41.0,41.0
344,43.0,42.0,41.0
345,44.0,43.0,42.0
346,44.0,43.0,42.0
347,43.0,42.0,41.0
348,43.0,42.0,41.0
349,43.0,42.0,41.0
350,44.0,43.0,42.0
351,45.0,44.0,43.0
352,45.0,44.0,43.0
353,46.0,45.0,44.0
354,47.0,46.0,45.0
355,46.0,45.0,44.0
356,47.0,46.0,43.0
357,46.0,45.0,42.0
358,45.0,44.0,41.0
359,44.0,43.0,40.0
360,45.0,44.0,41.0
361,45.0,44.0,41.0
362,46.0,45.0,42.0
363,46.0,46.0,42.0
364,47.0,47.0,43.0
365,47.0,47.0,43.0
366,48.0,48.0,43.0
367,49.0,49.0,44.0
368,48.0,48.0,43.0
369,48.0,48.0,43.0
370,48.0,48.0,42.0
371,48.0,48.0,42.0
372,47.0,47.0,42.0
373,47.0,47.0,42.0
374,46.0,46.0,42.0
375,45.0,45.0,41.0
376,45.0,45.0,41.0
377,45.0,45.0,41.0
378,44.0,44.0,40.0
379,44.0,44.0,40.0
380,44.0,44.0,40.0
381,44.0,44.0,41.0
382,44.0,44.0,41.0
383,45.0,45.0,42.0
384,44.0,44.0,42.0
385,43.0,43.0,42.0
386,42.0,42.0,41.0
387,42.0,42.0,40.0
388,42.0,42.0,40.0
389,42.0,42.0,40.0
390,41.0,41.0,40.0
391,41.0,41.0,40.0
392,42.0,42.0,39.0
393,42.0,42.0,39.0
394,41.0,41.0,38.0
395,42.0,42.0,39.0
396,43.0,43.0,39.0
397,42.0,42.0,38.0
398,42.0,42.0,37.0
399,41.0,41.0,37.0
400,40.0,40.0,36.0
401,39.0,39.0,36.0
402,39.0,39.0,35.0
403,38.0,38.0,34.0
404,38.0,38.0,34.0
405,38.0,38.0,34.0
406,38.0,38.0,34.0
407,38.0,38.0,34.0
408,37.0,37.0,33.0
409,37.0,37.0,33.0
410,36.0,36.0,32.0
411,35.0,35.0,32.0
412,35.0,35.0,32.0
413,34.0,34.0,31.0
414,35.0,35.0,31.0
415,35.0,35.0,31.0
416,34.0,34.0,31.0
417,35.0,35.0,31.0
418,35.0,35.0,32.0
419,35.0,35.0,32.0
420,34.0,34.0,31.0
421,34.0,34.0,31.0
422,34.0,35.0,31.0
423,34.0,35.0,31.0
424,35.0,36.0,31.0
425,35.0,36.0,31.0
426,34.0,35.0,30.0
427,33.0,34.0,28.999999999999996
428,32.0,33.0,28.000000000000004
429,32.0,33.0,28.000000000000004
430,32.0,33.0,28.000000000000004
431,31.0,32.0,27.0
432,30.0,31.0,26.0
433,28.999999999999996,30.0,25.0
434,28.999999999999996,30.0,25.0
435,28.999999999999996,30.0,25.0
436,28.000000000000004,28.999999999999996,24.0
437,28.000000000000004,28.999999999999996,24.0
438,28.000000000000004,28.999999999999996,24.0
439,28.999999999999996,30.0,25.0
440,28.000000000000004,28.999999999999996,25.0
441,28.000000000000004,28.999999999999996,25.0
442,28.000000000000004,28.999999999999996,25.0
443,28.000000000000004,28.999999999999996,26.0
444,28.000000000000004,28.999999999999996,27.0
445,28.000000000000004,28.999999999999996,27.0
446,28.000000000000004,28.999999999999996,27.0
447,28.000000000000004,28.999999999999996,27.0
448,28.000000000000004,28.999999999999996,28.000000000000004
449,28.000000000000004,28.999999999999996,28.000000000000004
450,27.0,28.000000000000004,27.0
451,26.0,27.0,26.0
452,26.0,27.0,26.0
453,25.0,26.0,25.0
454,24.0,25.0,24.0
455,24.0,25.0,24.0
456,23.0,24.0,24.0
457,23.0,24.0,24.0
458,23.0,24.0,24.0
459,23.0,24.0,24.0
460,22.0,23.0,24.0
461,23.0,24.0,24.0
462,22.0,23.0,23.0
463,22.0,22.0,23.0
464,21.0,21.0,22.0
465,20.0,20.0,21.0
466,19.0,19.0,22.0
467,18.0,18.0,21.0
468,18.0,18.0,21.0
469,17.0,17.0,21.0
470,17.0,17.0,21.0
471,17.0,17.0,21.0
472,18.0,18.0,20.0
473,17.0,17.0,19.0
474,17.0,17.0,19.0
475,17.0,17.0,20.0
476,16.0,16.0,19.0
477,15.0,15.0,18.0
478,15.0,15.0,18.0
479,15.0,15.0,18.0
480,15.0,15.0,18.0
481,15.0,15.0,17.0
482,16.0,16.0,17.0
483,16.0,16.0,17.0
484,16.0,16.0,16.0
485,16.0,16.0,16.0
486,16.0,16.0,17.0
487,16.0,16.0,17.0
488,16.0,16.0,17.0
489,16.0,16.0,17.0
490,17.0,17.0,17.0
491,17.0,17.0,17.0
492,16.0,16.0,17.0
493,16.0,16.0,17.0
494,16.0,16.0,17.0
495,16.0,16.0,17.0
496,15.0,15.0,17.0
497,15.0,15.0,17.0
498,15.0,15.0,17.0
499,16.0,16.0,16.0
500,16.0,16.0,17.0
501,16.0,16.0,16.0
502,16.0,16.0,16.0
503,16.0,16.0,16.0
504,16.0,16.0,16.0
505,16.0,16.0,16.0
506,17.0,17.0,16.0
507,17.0,17.0,16.0
508,17.0,17.0,16.0
509,17.0,17.0,16.0
510,17.17171717171717,17.17171717171717,16.0
511,17.17171717171717,17.17171717171717,16.0
512,18.181818181818183,18.181818181818183,17.0
513,18.181818181818183,18.181818181818183,18.0
514,17.17171717171717,17.17171717171717,18.0
515,17.17171717171717,17.17171717171717,18.0
516,17.17171717171717,17.17171717171717,18.0
517,16.161616161616163,16.161616161616163,18.0
518,16.161616161616163,16.161616161616163,17.0
519,16.161616161616163,16.161616161616163,17.0
520,17.17171717171717,17.17171717171717,17.0
521,17.17171717171717,17.17171717171717,17.0
522,16.161616161616163,16.161616161616163,17.0
523,16.161616161616163,16.161616161616163,17.0
524,15.151515151515152,15.151515151515152,18.0
525,15.151515151515152,15.151515151515152,18.0
526,15.151515151515152,15.151515151515152,18.0
527,15.151515151515152,15.151515151515152,18.0
528,15.151515151515152,15.151515151515152,18.0
529,15.151515151515152,15.151515151515152,18.0
530,15.151515151515152,15.151515151515152,18.0
531,15.151515151515152,15.151515151515152,19.0
532,15.151515151515152,15.151515151515152,19.0
533,15.151515151515152,15.151515151515152,19.0
534,14.14141414141414,14.14141414141414,19.0
535,14.14141414141414,14.14141414141414,19.0
536,14.14141414141414,14.14141414141414,19.0
537,14.14141414141414,14.14141414141414,19.0
538,14.14141414141414,14.14141414141414,19.0
539,13.131313131313133,13.131313131313133,18.0
540,13.131313131313133,13.131313131313133,17.0
541,13.131313131313133,13.131313131313133,17.0
542,13.131313131313133,13.131313131313133,18.0
543,13.131313131313133,13.131313131313133,18.0
544,13.131313131313133,13.131313131313133,18.0
545,12.121212121212121,12.121212121212121,17.0
546,12.121212121212121,12.121212121212121,17.0
547,13.131313131313133,13.131313131313133,17.0
548,13.131313131313133,13.131313131313133,16.0
549,12.121212121212121,12.121212121212121,15.0
550,12.121212121212121,12.121212121212121,15.0
551,12.121212121212121,12.121212121212121,16.0
552,12.121212121212121,12.121212121212121,17.0
553,12.121212121212121,12.121212121212121,17.0
554,12.121212121212121,12.121212121212121,17.0
555,12.121212121212121,12.121212121212121,17.0
556,12.121212121212121,12.121212121212121,17.0
557,13.131313131313133,13.131313131313133,17.0
558,13.131313131313133,13.131313131313133,17.0
559,13.131313131313133,13.131313131313133,17.0
560,13.131313131313133,13.131313131313133,16.0
561,12.121212121212121,12.121212121212121,16.0
562,13.131313131313133,13.131313131313133,16.0
563,13.131313131313133,13.131313131313133,16.0
564,13.131313131313133,13.131313131313133,16.0
565,13.131313131313133,13.131313131313133,17.0
566,13.131313131313133,13.131313131313133,17.0
567,14.14141414141414,14.14141414141414,17.0
568,14.14141414141414,14.14141414141414,17.0
569,14.14141414141414,14.14141414141414,17.0
570,14.14141414141414,14.14141414141414,17.0
571,14.14141414141414,14.14141414141414,17.0
572,13.131313131313133,13.131313131313133,17.0
573,13.131313131313133,13.131313131313133,17.0
574,13.131313131313133,13.131313131313133,17.0
575,13.131313131313133,13.131313131313133,16.0
576,13.131313131313133,13.131313131313133,16.0
577,14.14141414141414,14.14141414141414,16.0
578,15.151515151515152,15.151515151515152,17.0
579,15.151515151515152,15.151515151515152,17.0
580,16.161616161616163,16.161616161616163,18.0
581,16.161616161616163,17.17171717171717,19.0
582,15.151515151515152,16.161616161616163,19.0
583,14.14141414141414,15.151515151515152,18.0
584,14.14141414141414,15.151515151515152,18.0
585,15.151515151515152,16.161616161616163,19.0
586,16.161616161616163,17.17171717171717,19.0
587,16.161616161616163,17.17171717171717,19.0
588,16.161616161616163,17.17171717171717,19.0
589,16.161616161616163,17.17171717171717,19.0
590,15.151515151515152,16.161616161616163,19.0
591,15.151515151515152,16.161616161616163,20.0
592,16.161616161616163,17.17171717171717,21.0
593,16.161616161616163,17.17171717171717,22.0
594,16.161616161616163,17.17171717171717,22.0
595,15.151515151515152,16.161616161616163,21.0
596,15.151515151515152,16.161616161616163,22.0
597,15.151515151515152,16.161616161616163,22.0
598,15.151515151515152,16.161616161616163,22.0
599,14.14141414141414,15.151515151515152,23.0
600,14.14141414141414,15.151515151515152,22.0
601,14.14141414141414,15.151515151515152,22.0
602,14.14141414141414,15.151515151515152,22.0
603,14.14141414141414,15.151515151515152,22.0
604,15.151515151515152,16.161616161616163,22.0
605,16.161616161616163,17.17171717171717,23.0
606,15.151515151515152,16.161616161616163,24.0
607,15.151515151515152,16.161616161616163,25.0
608,16.161616161616163,17.17171717171717,26.0
609,17.17171717171717,18.181818181818183,27.0
610,18.0,19.0,28.000000000000004
611,19.0,20.0,28.999999999999996
612,18.0,19.0,28.000000000000004
613,18.0,19.0,27.0
614,19.0,20.0,28.000000000000004
615,19.0,20.0,28.000000000000004
616,20.0,21.0,28.000000000000004
617,20.0,21.0,28.000000000000004
618,20.0,21.0,28.000000000000004
619,20.0,21.0,28.000000000000004
620,19.0,20.0,28.000000000000004
621,19.0,20.0,28.000000000000004
622,19.0,20.0,28.000000000000004
623,20.0,21.0,28.000000000000004
624,21.0,22.0,27.0
625,21.0,22.0,27.0
626,21.0,22.0,27.0
627,21.0,22.0,27.0
628,21.0,22.0,27.0
629,22.0,23.0,28.000000000000004
630,22.0,23.0,28.000000000000004
631,22.0,23.0,27.0
632,22.0,23.0,28.000000000000004
633,23.0,24.0,28.999999999999996
634,23.0,24.0,28.000000000000004
635,23.0,24.0,28.000000000000004
636,23.0,24.0,28.000000000000004
637,23.0,24.0,28.000000000000004
638,23.0,24.0,28.000000000000004
639,23.0,24.0,28.000000000000004
640,23.0,24.0,28.000000000000004
641,24.0,25.0,28.999999999999996
642,24.0,25.0,28.000000000000004
643,24.0,25.0,28.000000000000004
644,23.0,24.0,27.0
645,23.0,24.0,27.0
646,23.0,24.0,27.0
647,22.0,23.0,27.0
648,22.0,23.0,27.0
649,22.0,23.0,27.0
650,23.0,23.0,27.0
651,23.0,23.0,26.0
652,23.0,24.0,25.0
653,23.0,24.0,25.0
654,23.0,24.0,26.0
655,23.0,24.0,26.0
656,23.0,24.0,26.0
657,23.0,24.0,27.0
658,24.0,25.0,27.0
659,25.0,26.0,28.000000000000004
660,26.0,26.0,28.000000000000004
661,26.0,26.0,28.000000000000004
662,25.0,25.0,28.000000000000004
663,25.0,25.0,28.000000000000004
664,25.0,25.0,28.000000000000004
665,26.0,26.0,28.000000000000004
666,26.0,26.0,27.0
667,26.0,26.0,28.000000000000004
668,26.0,26.0,28.000000000000004
669,26.0,26.0,28.999999999999996
670,26.0,26.0,28.999999999999996
671,27.0,27.0,30.0
672,27.0,27.0,30.0
673,27.0,27.0,31.0
674,27.0,27.0,31.0
675,27.0,27.0,31.0
676,27.0,27.0,31.0
677,27.0,27.0,32.0
678,27.0,27.0,31.0
679,28.000000000000004,28.000000000000004,32.0
680,28.000000000000004,28.000000000000004,32.0
681,28.999999999999996,28.000000000000004,32.0
682,28.999999999999996,28.000000000000004,32.0
683,30.0,28.999999999999996,33.0
684,30.0,28.999999999999996,33.0
685,28.999999999999996,28.000000000000004,32.0
686,28.000000000000004,27.0,31.0
687,28.000000000000004,27.0,31.0
688,28.000000000000004,27.0,31.0
689,28.000000000000004,27.0,31.0
690,28.000000000000004,27.0,31.0
691,28.000000000000004,27.0,30.0
692,27.0,26.0,28.999999999999996
693,28.000000000000004,27.0,28.999999999999996
694,28.000000000000004,27.0,28.999999999999996
695,28.000000000000004,27.0,28.999999999999996
696,28.000000000000004,27.0,28.999999999999996
697,28.999999999999996,28.000000000000004,28.999999999999996
698,30.0,28.999999999999996,30.0
699,31.0,30.0,30.0
700,31.0,30.0,30.0
701,32.0,31.0,31.0
702,33.0,32.0,32.0
703,34.0,33.0,33.0
704,34.0,33.0,34.0
705,33.0,32.0,33.0
706,34.0,33.0,33.0
707,34.0,33.0,32.0
708,33.0,32.0,32.0
709,33.0,32.0,32.0
710,32.0,31.0,31.0
711,31.0,30.0,30.0
712,32.0,31.0,31.0
713,33.0,32.0,32.0
714,32.0,31.0,31.0
715,33.0,32.0,32.0
716,32.0,31.0,33.0
717,32.0,31.0,33.0
718,33.0,32.0,34.0
719,34.0,33.0,35.0
720,34.0,33.0,35.0
721,34.0,33.0,35.0
722,34.0,33.0,35.0
723,33.0,32.0,35.0
724,32.0,31.0,35.0
725,33.0,32.0,36.0
726,33.0,32.0,36.0
727,34.0,33.0,37.0
728,34.0,33.0,37.0
729,34.0,33.0,36.0
730,35.0,34.0,37.0
731,36.0,35.0,38.0
732,36.0,35.0,37.0
733,35.0,34.0,36.0
734,35.0,34.0,36.0
735,36.0,35.0,37.0
736,37.0,36.0,38.0
737,37.0,36.0,38.0
738,38.0,37.0,39.0
739,39.0,38.0,40.0
740,39.0,38.0,40.0
741,39.0,38.0,40.0
742,39.0,38.0,41.0
743,40.0,39.0,41.0
744,40.0,39.0,41.0
745,41.0,40.0,41.0
746,42.0,41.0,42.0
747,43.0,42.0,43.0
748,43.0,42.0,43.0
749,43.0,42.0,44.0
750,42.0,42.0,44.0
751,42.0,42.0,44.0
752,43.0,42.0,45.0
753,43.0,42.0,45.0
754,44.0,43.0,45.0
755,44.0,43.0,45.0
756,45.0,44.0,46.0
757,45.0,44.0,46.0
758,45.0,44.0,47.0
759,44.0,43.0,46.0
760,43.0,43.0,46.0
761,43.0,43.0,46.0
762,44.0,44.0,47.0
763,45.0,45.0,47.0
764,45.0,45.0,47.0
765,44.0,44.0,46.0
766,45.0,45.0,47.0
767,44.0,44.0,46.0
768,45.0,44.0,47.0
769,46.0,45.0,46.0
770,47.0,46.0,47.0
771,47.0,46.0,46.0
772,47.0,46.0,46.0
773,48.0,47.0,46.0
774,48.0,47.0,46.0
775,49.0,48.0,47.0
776,49.0,48.0,47.0
777,48.0,47.0,46.0
778,48.0,47.0,46.0
779,47.0,46.0,45.0
780,47.0,46.0,44.0
781,47.0,46.0,44.0
782,47.0,46.0,44.0
783,46.0,45.0,43.0
784,47.0,46.0,44.0
785,48.0,47.0,45.0
786,49.0,48.0,45.0
787,49.0,48.0,45.0
788,50.0,49.0,46.0
789,50.0,49.0,46.0
790,50.0,49.0,46.0
791,50.0,49.0,46.0
792,50.0,49.0,46.0
793,49.0,48.0,45.0
794,49.0,48.0,45.0
795,49.0,48.0,45.0
796,50.0,49.0,45.0
797,49.0,48.0,45.0
798,48.0,47.0,45.0
799,48.0,47.0,45.0
800,49.0,48.0,46.0
801,49.0,48.0,46.0
802,49.0,48.0,46.0
803,49.0,48.0,46.0
804,49.0,48.0,46.0
805,49.0,48.0,46.0
806,49.0,48.0,45.0
807,50.0,49.0,45.0
808,51.0,50.0,45.0
809,51.0,50.0,45.0
810,51.0,50.0,45.0
811,52.0,51.0,45.0
812,52.0,51.0,44.0
813,52.0,51.0,44.0
814,52.0,51.0,45.0
815,51.0,50.0,44.0
816,51.0,50.0,43.0
817,51.0,50.0,43.0
818,51.0,50.0,42.0
819,50.0,49.0,42.0
820,50.0,49.0,42.0
821,50.0,49.0,43.0
822,51.0,50.0,43.0
823,52.0,51.0,44.0
824,52.0,51.0,44.0
825,51.0,50.0,43.0
826,52.0,51.0,44.0
827,52.0,51.0,44.0
828,53.0,52.0,45.0
829,53.0,52.0,46.0
830,53.0,52.0,45.0
831,53.0,52.0,45.0
832,54.0,53.0,45.0
833,54.0,53.0,45.0
834,54.0,53.0,45.0
835,54.0,53.0,45.0
836,53.0,52.0,44.0
837,54.0,53.0,45.0
838,54.0,53.0,45.0
839,54.0,53.0,45.0
840,54.0,54.0,46.0
841,54.0,54.0,46.0
842,54.0,54.0,46.0
843,53.0,53.0,45.0
844,54.0,54.0,46.0
845,53.0,53.0,46.0
846,53.0,53.0,46.0
847,53.0,53.0,46.0
